relation,relation_label,frequency,count,pct_within_relation,pct_within_class,lift
P17,country,Many-Years,10846,89.26014319809069,36.868583860221634,4.598241526018441
P2632,place of detention,A-Day,17,0.292146416910122,85.0,22.13695652173913
P2632,place of detention,A-Few-Days,473,8.128544423440454,94.97991967871486,24.73607473371748
P2632,place of detention,A-Week,531,9.125279257604399,93.48591549295774,24.346984078383343
P2632,place of detention,A-Few-Weeks,1117,19.19573809932978,96.62629757785467,25.164848803971715
P2632,place of detention,A-Month,1276,21.928166351606805,81.6378758797185,21.261342457370162
P2632,place of detention,A-Few-Months,2049,35.21223577934353,47.507535358219336,12.372614643292774
P2632,place of detention,A-Year,309,5.310190754425159,0.9056271981242673,0.2358568224680157
P2632,place of detention,A-Few-Years,42,0.7217735006014779,0.05257162884430036,0.013691480729450398
P2632,place of detention,Many-Years,5,0.08592541673827118,0.016996396763886056,0.004426452896333804
P6,head of government,A-Day,0,0.0,0.0,0.0
P6,head of government,A-Few-Days,1,0.042643923240938165,0.2008032128514056,0.12977025372278025
P6,head of government,A-Week,1,0.042643923240938165,0.17605633802816903,0.1137774407639869
P6,head of government,A-Few-Weeks,0,0.0,0.0,0.0
P6,head of government,A-Month,1,0.042643923240938165,0.06397952655150352,0.0413471441803868
P6,head of government,A-Few-Months,18,0.767590618336887,0.41734291676327384,0.2697103070649205
P6,head of government,A-Year,45,1.9189765458422177,0.13188745603751464,0.0852330417915447
P6,head of government,A-Few-Years,1587,67.67590618336887,1.9864565470453492,1.2837591911943775
P6,head of government,Many-Years,692,29.50959488272921,2.3523013121218304,1.5201885157702644
P27,country of citizenship,A-Day,0,0.0,0.0,0.0
P27,country of citizenship,A-Few-Days,0,0.0,0.0,0.0
P27,country of citizenship,A-Week,0,0.0,0.0,0.0
P27,country of citizenship,A-Few-Weeks,0,0.0,0.0,0.0
P27,country of citizenship,A-Month,0,0.0,0.0,0.0
P27,country of citizenship,A-Few-Months,6,0.26155187445510025,0.13911430558775792,0.09190216071886641
P27,country of citizenship,A-Year,12,0.5231037489102005,0.035169988276670575,0.023234116012923255
P27,country of citizenship,A-Few-Years,752,32.781168265039234,0.9412824974027113,0.6218332111329061
P27,country of citizenship,Many-Years,1524,66.43417611159546,5.18050173363247,3.4223604892188315
P102,member of political party,A-Day,0,0.0,0.0,0.0
P102,member of political party,A-Few-Days,0,0.0,0.0,0.0
P102,member of political party,A-Week,0,0.0,0.0,0.0
P102,member of political party,A-Few-Weeks,0,0.0,0.0,0.0
P102,member of political party,A-Month,0,0.0,0.0,0.0
P102,member of political party,A-Few-Months,15,0.657030223390276,0.34778576396939487,0.2308624142455974
P102,member of political party,A-Year,70,3.0661410424879545,0.20515826494724504,0.13618536827840624
P102,member of political party,A-Few-Years,1551,67.93692509855454,1.9413951508930918,1.288710516567654
P102,member of political party,Many-Years,647,28.339903635567236,2.1993337412468557,1.459931802386059
P937,work location,A-Day,0,0.0,0.0,0.0
P937,work location,A-Few-Days,0,0.0,0.0,0.0
P937,work location,A-Week,0,0.0,0.0,0.0
P937,work location,A-Few-Weeks,0,0.0,0.0,0.0
P937,work location,A-Month,0,0.0,0.0,0.0
P937,work location,A-Few-Months,9,0.4149377593360996,0.20867145838163692,0.14579775704638973
P937,work location,A-Year,119,5.486399262332872,0.34876905041031653,0.24368327931089093
P937,work location,A-Few-Years,1454,67.03550023052097,1.8199797223717316,1.2716111894249367
P937,work location,Many-Years,587,27.06316274781005,1.995376980080223,1.3941604204712659
P488,chairperson,A-Day,0,0.0,0.0,0.0
P488,chairperson,A-Few-Days,0,0.0,0.0,0.0
P488,chairperson,A-Week,0,0.0,0.0,0.0
P488,chairperson,A-Few-Weeks,0,0.0,0.0,0.0
P488,chairperson,A-Month,0,0.0,0.0,0.0
P488,chairperson,A-Few-Months,45,2.1802325581395348,1.0433572919081846,0.7660739705271785
P488,chairperson,A-Year,163,7.897286821705427,0.47772567409144195,0.3507649841644174
P488,chairperson,A-Few-Years,1404,68.02325581395348,1.7573944499380407,1.2903481429494197
P488,chairperson,Many-Years,452,21.899224806201552,1.5364742674552994,1.128139853730854
P127,owned by,A-Day,0,0.0,0.0,0.0
P127,owned by,A-Few-Days,0,0.0,0.0,0.0
P127,owned by,A-Week,0,0.0,0.0,0.0
P127,owned by,A-Few-Weeks,0,0.0,0.0,0.0
P127,owned by,A-Month,0,0.0,0.0,0.0
P127,owned by,A-Few-Months,3,0.14903129657228018,0.06955715279387896,0.05236551333558855
P127,owned by,A-Year,18,0.8941877794336811,0.05275498241500586,0.039716141679318896
P127,owned by,A-Few-Years,440,21.85792349726776,0.5507503974164799,0.41462777186922645
P127,owned by,Many-Years,1552,77.09885742672627,5.275681555510232,3.971752174331391
P137,operator,A-Day,0,0.0,0.0,0.0
P137,operator,A-Few-Days,0,0.0,0.0,0.0
P137,operator,A-Week,0,0.0,0.0,0.0
P137,operator,A-Few-Weeks,0,0.0,0.0,0.0
P137,operator,A-Month,0,0.0,0.0,0.0
P137,operator,A-Few-Months,3,0.19317450096587252,0.06955715279387896,0.06787622559210546
P137,operator,A-Year,18,1.159047005795235,0.05275498241500586,0.051480098648080445
P137,operator,A-Few-Years,580,37.34707018673535,0.7259891602308144,0.7084448117546635
P137,operator,Many-Years,952,61.30070830650354,3.2361139438439053,3.1579095933529446
P1308,position holder,A-Day,0,0.0,0.0,0.0
P1308,position holder,A-Few-Days,0,0.0,0.0,0.0
P1308,position holder,A-Week,0,0.0,0.0,0.0
P1308,position holder,A-Few-Weeks,0,0.0,0.0,0.0
P1308,position holder,A-Month,4,0.2795248078266946,0.2559181062060141,0.2710246068567632
P1308,position holder,A-Few-Months,63,4.40251572327044,1.4607002086714584,1.5469233719324493
P1308,position holder,A-Year,149,10.412299091544375,0.43669402110199296,0.4624714801952741
P1308,position holder,A-Few-Years,959,67.01607267645004,1.2003855252781916,1.2712426638667653
P1308,position holder,Many-Years,256,17.889587700908454,0.8702155143109661,0.9215831624548146
P286,head coach,A-Day,0,0.0,0.0,0.0
P286,head coach,A-Few-Days,0,0.0,0.0,0.0
P286,head coach,A-Week,0,0.0,0.0,0.0
P286,head coach,A-Few-Weeks,0,0.0,0.0,0.0
P286,head coach,A-Month,1,0.07434944237918216,0.06397952655150352,0.07208851531822084
P286,head coach,A-Few-Months,275,20.44609665427509,6.376072339438905,7.184198028438273
P286,head coach,A-Year,455,33.82899628252788,1.3335287221570926,1.5025448123177763
P286,head coach,A-Few-Years,582,43.27137546468401,0.7284925711281621,0.8208242652547181
P286,head coach,Many-Years,32,2.379182156133829,0.10877693928887076,0.1225637086870669
P31,instance of,A-Day,0,0.0,0.0,0.0
P31,instance of,A-Few-Days,0,0.0,0.0,0.0
P31,instance of,A-Week,0,0.0,0.0,0.0
P31,instance of,A-Few-Weeks,0,0.0,0.0,0.0
P31,instance of,A-Month,1,0.07751937984496124,0.06397952655150352,0.07516205666899771
P31,instance of,A-Few-Months,10,0.7751937984496124,0.2318571759795966,0.2723818561874412
P31,instance of,A-Year,52,4.0310077519379846,0.15240328253223917,0.17904077719312594
P31,instance of,A-Few-Years,344,26.666666666666668,0.4305866743437934,0.5058458816804563
P31,instance of,Many-Years,883,68.44961240310077,3.0015636685022775,3.526185808298563
P26,spouse,A-Day,0,0.0,0.0,0.0
P26,spouse,A-Few-Days,0,0.0,0.0,0.0
P26,spouse,A-Week,0,0.0,0.0,0.0
P26,spouse,A-Few-Weeks,0,0.0,0.0,0.0
P26,spouse,A-Month,0,0.0,0.0,0.0
P26,spouse,A-Few-Months,0,0.0,0.0,0.0
P26,spouse,A-Year,1,0.08103727714748785,0.0029308323563892145,0.003599342391521202
P26,spouse,A-Few-Years,546,44.246353322528364,0.6834311749759047,0.8393188352842255
P26,spouse,Many-Years,687,55.67260940032415,2.335304915357944,2.867977747226502
P6087,coach of sports team,A-Day,0,0.0,0.0,0.0
P6087,coach of sports team,A-Few-Days,0,0.0,0.0,0.0
P6087,coach of sports team,A-Week,0,0.0,0.0,0.0
P6087,coach of sports team,A-Few-Weeks,0,0.0,0.0,0.0
P6087,coach of sports team,A-Month,0,0.0,0.0,0.0
P6087,coach of sports team,A-Few-Months,48,3.937653814602133,1.1129144447020634,1.383583637007905
P6087,coach of sports team,A-Year,294,24.118129614438065,0.861664712778429,1.071228074056051
P6087,coach of sports team,A-Few-Years,844,69.23707957342083,1.0564393986807026,1.3133734335673866
P6087,coach of sports team,Many-Years,33,2.7071369975389663,0.11217621864164798,0.13945832162826763
P281,postal code,A-Day,0,0.0,0.0,0.0
P281,postal code,A-Few-Days,0,0.0,0.0,0.0
P281,postal code,A-Week,0,0.0,0.0,0.0
P281,postal code,A-Few-Weeks,0,0.0,0.0,0.0
P281,postal code,A-Month,0,0.0,0.0,0.0
P281,postal code,A-Few-Months,0,0.0,0.0,0.0
P281,postal code,A-Year,0,0.0,0.0,0.0
P281,postal code,A-Few-Years,1,0.08620689655172414,0.001251705448673818,0.0016352776347428543
P281,postal code,Many-Years,1159,99.91379310344828,3.939764769868788,5.147064927407803
P551,residence,A-Day,0,0.0,0.0,0.0
P551,residence,A-Few-Days,0,0.0,0.0,0.0
P551,residence,A-Week,0,0.0,0.0,0.0
P551,residence,A-Few-Weeks,1,0.09025270758122744,0.08650519031141869,0.11831770826827229
P551,residence,A-Month,0,0.0,0.0,0.0
P551,residence,A-Few-Months,5,0.45126353790613716,0.1159285879897983,0.15856164010911517
P551,residence,A-Year,38,3.429602888086643,0.11137162954279016,0.15232884785488465
P551,residence,A-Few-Years,608,54.87364620938629,0.7610369127936814,1.0409102980428162
P551,residence,Many-Years,456,41.15523465703971,1.5500713848664083,2.120114333595213
P1037,director / manager,A-Day,0,0.0,0.0,0.0
P1037,director / manager,A-Few-Days,0,0.0,0.0,0.0
P1037,director / manager,A-Week,0,0.0,0.0,0.0
P1037,director / manager,A-Few-Weeks,0,0.0,0.0,0.0
P1037,director / manager,A-Month,1,0.10362694300518134,0.06397952655150352,0.10047570269741661
P1037,director / manager,A-Few-Months,11,1.1398963730569949,0.2550428935775562,0.4005283460414291
P1037,director / manager,A-Year,28,2.901554404145078,0.08206330597889801,0.12887510705890215
P1037,director / manager,A-Few-Years,529,54.818652849740936,0.6621521823484497,1.0398671168742022
P1037,director / manager,Many-Years,396,41.03626943005182,1.3461146236997756,2.11398583293088
P118,league or competition,A-Day,0,0.0,0.0,0.0
P118,league or competition,A-Few-Days,0,0.0,0.0,0.0
P118,league or competition,A-Week,0,0.0,0.0,0.0
P118,league or competition,A-Few-Weeks,0,0.0,0.0,0.0
P118,league or competition,A-Month,0,0.0,0.0,0.0
P118,league or competition,A-Few-Months,0,0.0,0.0,0.0
P118,league or competition,A-Year,190,23.929471032745592,0.5568581477139508,1.0628486361663236
P118,league or competition,A-Few-Years,518,65.23929471032746,0.6483834224130377,1.237538570735877
P118,league or competition,Many-Years,86,10.831234256926953,0.29233802433884015,0.5579716697037559
P276,location,A-Day,0,0.0,0.0,0.0
P276,location,A-Few-Days,1,0.14619883040935672,0.2008032128514056,0.44489948096479487
P276,location,A-Week,7,1.023391812865497,1.232394366197183,2.7304922370480194
P276,location,A-Few-Weeks,5,0.7309941520467835,0.43252595155709345,0.9583042453307432
P276,location,A-Month,17,2.4853801169590644,1.0876519513755598,2.4098010274139177
P276,location,A-Few-Months,159,23.24561403508772,3.686529098075585,8.167871713831298
P276,location,A-Year,21,3.070175438596491,0.0615474794841735,0.13636455955245677
P276,location,A-Few-Years,122,17.83625730994152,0.1527080647382058,0.33833989893100697
P276,location,Many-Years,352,51.461988304093566,1.1965463321775784,2.6510673538379455
P361,part of,A-Day,0,0.0,0.0,0.0
P361,part of,A-Few-Days,0,0.0,0.0,0.0
P361,part of,A-Week,0,0.0,0.0,0.0
P361,part of,A-Few-Weeks,0,0.0,0.0,0.0
P361,part of,A-Month,1,0.1610305958132045,0.06397952655150352,0.15613374090661358
P361,part of,A-Few-Months,147,23.67149758454106,3.4083004869000697,8.317515521549836
P361,part of,A-Year,39,6.280193236714976,0.11430246189917936,0.2789403412791455
P361,part of,A-Few-Years,121,19.484702093397747,0.151456359289532,0.369609611614343
P361,part of,Many-Years,313,50.40257648953301,1.0639744374192672,2.5964916919094634
P1410,number of seats in assembly,A-Day,0,0.0,0.0,0.0
P1410,number of seats in assembly,A-Few-Days,1,0.18148820326678766,0.2008032128514056,0.5522890108528488
P1410,number of seats in assembly,A-Week,7,1.2704174228675136,1.232394366197183,3.3895765701285754
P1410,number of seats in assembly,A-Few-Weeks,5,0.9074410163339384,0.43252595155709345,1.1896190631691983
P1410,number of seats in assembly,A-Month,28,5.081669691470054,1.7914267434420987,4.9271388146718635
P1410,number of seats in assembly,A-Few-Months,156,28.31215970961887,3.6169719452817066,9.948117012551847
P1410,number of seats in assembly,A-Year,115,20.87114337568058,0.33704572098475966,0.9270103063171937
P1410,number of seats in assembly,A-Few-Years,165,29.945553539019965,0.20653139903117995,0.5680438099633073
P1410,number of seats in assembly,Many-Years,74,13.430127041742287,0.2515466721055136,0.6918537843479905
P106,occupation,A-Day,0,0.0,0.0,0.0
P106,occupation,A-Few-Days,0,0.0,0.0,0.0
P106,occupation,A-Week,0,0.0,0.0,0.0
P106,occupation,A-Few-Weeks,0,0.0,0.0,0.0
P106,occupation,A-Month,0,0.0,0.0,0.0
P106,occupation,A-Few-Months,3,0.641025641025641,0.06955715279387896,0.22523884261653795
P106,occupation,A-Year,18,3.8461538461538463,0.05275498241500586,0.17083032735142933
P106,occupation,A-Few-Years,303,64.74358974358975,0.37926675094816686,1.2281354338876465
P106,occupation,Many-Years,144,30.76923076923077,0.48949622679991844,1.5850787325394708
P4791,commanded by,A-Day,0,0.0,0.0,0.0
P4791,commanded by,A-Few-Days,1,0.21551724137931033,0.2008032128514056,0.6558432003877579
P4791,commanded by,A-Week,1,0.21551724137931033,0.17605633802816903,0.5750174538610977
P4791,commanded by,A-Few-Weeks,0,0.0,0.0,0.0
P4791,commanded by,A-Month,6,1.293103448275862,0.3838771593090211,1.253780859090608
P4791,commanded by,A-Few-Months,51,10.991379310344827,1.1824715974959426,3.862069465209431
P4791,commanded by,A-Year,59,12.71551724137931,0.17291910902696364,0.5647709529247685
P4791,commanded by,A-Few-Years,325,70.04310344827587,0.40680427081899084,1.3286630782285693
P4791,commanded by,Many-Years,21,4.525862068965517,0.07138486640832144,0.2331500506375407
P138,named after,A-Day,0,0.0,0.0,0.0
P138,named after,A-Few-Days,0,0.0,0.0,0.0
P138,named after,A-Week,0,0.0,0.0,0.0
P138,named after,A-Few-Weeks,0,0.0,0.0,0.0
P138,named after,A-Month,0,0.0,0.0,0.0
P138,named after,A-Few-Months,0,0.0,0.0,0.0
P138,named after,A-Year,0,0.0,0.0,0.0
P138,named after,A-Few-Years,77,19.106699751861044,0.096381319547884,0.36243920182439643
P138,named after,Many-Years,326,80.89330024813896,1.1081650690053708,4.167223119418286
P531,diplomatic mission sent,A-Day,0,0.0,0.0,0.0
P531,diplomatic mission sent,A-Few-Days,0,0.0,0.0,0.0
P531,diplomatic mission sent,A-Week,0,0.0,0.0,0.0
P531,diplomatic mission sent,A-Few-Weeks,0,0.0,0.0,0.0
P531,diplomatic mission sent,A-Month,0,0.0,0.0,0.0
P531,diplomatic mission sent,A-Few-Months,0,0.0,0.0,0.0
P531,diplomatic mission sent,A-Year,4,0.997506234413965,0.011723329425556858,0.04430512230560761
P531,diplomatic mission sent,A-Few-Years,340,84.78802992518703,0.42557985254909814,1.608362840754568
P531,diplomatic mission sent,Many-Years,57,14.214463840399002,0.19375892310830103,0.7322589406557032
P159,headquarters location,A-Day,0,0.0,0.0,0.0
P159,headquarters location,A-Few-Days,0,0.0,0.0,0.0
P159,headquarters location,A-Week,0,0.0,0.0,0.0
P159,headquarters location,A-Few-Weeks,0,0.0,0.0,0.0
P159,headquarters location,A-Month,2,0.546448087431694,0.12795905310300704,0.5298308912732625
P159,headquarters location,A-Few-Months,13,3.551912568306011,0.3014143287734755,1.248044734498194
P159,headquarters location,A-Year,18,4.918032786885246,0.05275498241500586,0.2184387792362539
P159,headquarters location,A-Few-Years,150,40.98360655737705,0.1877558173010727,0.7774270722547996
P159,headquarters location,Many-Years,183,50.0,0.6220681215582297,2.57575294037664
P195,collection,A-Day,0,0.0,0.0,0.0
P195,collection,A-Few-Days,0,0.0,0.0,0.0
P195,collection,A-Week,0,0.0,0.0,0.0
P195,collection,A-Few-Weeks,0,0.0,0.0,0.0
P195,collection,A-Month,0,0.0,0.0,0.0
P195,collection,A-Few-Months,1,0.27548209366391185,0.023185717597959656,0.09679685798396673
P195,collection,A-Year,1,0.27548209366391185,0.0029308323563892145,0.012235781022416427
P195,collection,A-Few-Years,61,16.804407713498623,0.0763540323691029,0.31876651634822145
P195,collection,Many-Years,300,82.64462809917356,1.0197838058331634,4.257442876655603
P463,member of,A-Day,0,0.0,0.0,0.0
P463,member of,A-Few-Days,0,0.0,0.0,0.0
P463,member of,A-Week,0,0.0,0.0,0.0
P463,member of,A-Few-Weeks,0,0.0,0.0,0.0
P463,member of,A-Month,0,0.0,0.0,0.0
P463,member of,A-Few-Months,7,1.9390581717451523,0.1623000231857176,0.6813319006572284
P463,member of,A-Year,37,10.249307479224377,0.10844079718640093,0.4552320634683519
P463,member of,A-Few-Years,224,62.04986149584487,0.28038202050293526,1.1770375086193443
P463,member of,Many-Years,93,25.761772853185594,0.31613297980828065,1.327119243518158
P410,"military, police or special rank",A-Day,0,0.0,0.0,0.0
P410,"military, police or special rank",A-Few-Days,0,0.0,0.0,0.0
P410,"military, police or special rank",A-Week,0,0.0,0.0,0.0
P410,"military, police or special rank",A-Few-Weeks,1,0.2949852507374631,0.08650519031141869,0.38671392554939726
P410,"military, police or special rank",A-Month,0,0.0,0.0,0.0
P410,"military, police or special rank",A-Few-Months,34,10.029498525073747,0.7883143983306284,3.5240909181065407
P410,"military, police or special rank",A-Year,47,13.864306784660767,0.13774912075029308,0.6157954572963029
P410,"military, police or special rank",A-Few-Years,241,71.09144542772862,0.3016610131303902,1.3485493084622784
P410,"military, police or special rank",Many-Years,16,4.71976401179941,0.05438846964443538,0.24313892062552356
P3872,patronage,A-Day,0,0.0,0.0,0.0
P3872,patronage,A-Few-Days,0,0.0,0.0,0.0
P3872,patronage,A-Week,0,0.0,0.0,0.0
P3872,patronage,A-Few-Weeks,0,0.0,0.0,0.0
P3872,patronage,A-Month,0,0.0,0.0,0.0
P3872,patronage,A-Few-Months,3,0.9316770186335404,0.06955715279387896,0.32736577125633465
P3872,patronage,A-Year,319,99.06832298136646,0.9349355216881594,4.40020725171663
P3872,patronage,A-Few-Years,0,0.0,0.0,0.0
P3872,patronage,Many-Years,0,0.0,0.0,0.0
P169,chief executive officer,A-Day,0,0.0,0.0,0.0
P169,chief executive officer,A-Few-Days,0,0.0,0.0,0.0
P169,chief executive officer,A-Week,0,0.0,0.0,0.0
P169,chief executive officer,A-Few-Weeks,0,0.0,0.0,0.0
P169,chief executive officer,A-Month,0,0.0,0.0,0.0
P169,chief executive officer,A-Few-Months,1,0.3389830508474576,0.023185717597959656,0.11910935406162686
P169,chief executive officer,A-Year,10,3.389830508474576,0.029308323563892142,0.15056232241142925
P169,chief executive officer,A-Few-Years,221,74.91525423728814,0.27662690415691377,1.421083981161621
P169,chief executive officer,Many-Years,63,21.35593220338983,0.2141545992249643,1.1001521033473107
P749,parent organization or unit,A-Day,0,0.0,0.0,0.0
P749,parent organization or unit,A-Few-Days,0,0.0,0.0,0.0
P749,parent organization or unit,A-Week,0,0.0,0.0,0.0
P749,parent organization or unit,A-Few-Weeks,0,0.0,0.0,0.0
P749,parent organization or unit,A-Month,0,0.0,0.0,0.0
P749,parent organization or unit,A-Few-Months,2,0.6825938566552902,0.04637143519591931,0.23984477439030663
P749,parent organization or unit,A-Year,3,1.023890784982935,0.008792497069167644,0.04547701547239416
P749,parent organization or unit,A-Few-Years,143,48.80546075085324,0.17899387916035597,0.9258015496626099
P749,parent organization or unit,Many-Years,145,49.48805460750853,0.4928955061526956,2.549380043376197
P279,subclass of,A-Day,0,0.0,0.0,0.0
P279,subclass of,A-Few-Days,0,0.0,0.0,0.0
P279,subclass of,A-Week,0,0.0,0.0,0.0
P279,subclass of,A-Few-Weeks,0,0.0,0.0,0.0
P279,subclass of,A-Month,0,0.0,0.0,0.0
P279,subclass of,A-Few-Months,0,0.0,0.0,0.0
P279,subclass of,A-Year,37,13.909774436090224,0.10844079718640093,0.6178149432784775
P279,subclass of,A-Few-Years,189,71.05263157894737,0.23657232979935164,1.3478130400038475
P279,subclass of,Many-Years,40,15.037593984962406,0.13597117411108844,0.7746625384591399
P608,exhibition history,A-Day,0,0.0,0.0,0.0
P608,exhibition history,A-Few-Days,0,0.0,0.0,0.0
P608,exhibition history,A-Week,0,0.0,0.0,0.0
P608,exhibition history,A-Few-Weeks,0,0.0,0.0,0.0
P608,exhibition history,A-Month,0,0.0,0.0,0.0
P608,exhibition history,A-Few-Months,21,8.076923076923077,0.48690006955715276,2.8380094169683785
P608,exhibition history,A-Year,41,15.769230769230768,0.1201641266119578,0.7004043421408603
P608,exhibition history,A-Few-Years,136,52.307692307692314,0.17023194101963926,0.9922361525270489
P608,exhibition history,Many-Years,62,23.846153846153847,0.2107553198721871,1.22843601771809
P1352,ranking,A-Day,0,0.0,0.0,0.0
P1352,ranking,A-Few-Days,0,0.0,0.0,0.0
P1352,ranking,A-Week,0,0.0,0.0,0.0
P1352,ranking,A-Few-Weeks,0,0.0,0.0,0.0
P1352,ranking,A-Month,184,80.34934497816593,11.772232885476647,77.90596406529824
P1352,ranking,A-Few-Months,43,18.777292576419214,0.9969858567122653,6.597826009920247
P1352,ranking,A-Year,0,0.0,0.0,0.0
P1352,ranking,A-Few-Years,1,0.43668122270742354,0.001251705448673818,0.008283502429265115
P1352,ranking,Many-Years,1,0.43668122270742354,0.0033992793527772114,0.022495658867918253
P8047,country of registry,A-Day,0,0.0,0.0,0.0
P8047,country of registry,A-Few-Days,0,0.0,0.0,0.0
P8047,country of registry,A-Week,0,0.0,0.0,0.0
P8047,country of registry,A-Few-Weeks,0,0.0,0.0,0.0
P8047,country of registry,A-Month,0,0.0,0.0,0.0
P8047,country of registry,A-Few-Months,3,1.4354066985645932,0.06955715279387896,0.504362575811195
P8047,country of registry,A-Year,11,5.263157894736842,0.032239155920281364,0.23376781637564018
P8047,country of registry,A-Few-Years,122,58.3732057416268,0.1527080647382058,1.1072942146832954
P8047,country of registry,Many-Years,73,34.92822966507177,0.2481473927527364,1.799329805239184
P1998,UCI code of cycling team,A-Day,0,0.0,0.0,0.0
P1998,UCI code of cycling team,A-Few-Days,0,0.0,0.0,0.0
P1998,UCI code of cycling team,A-Week,0,0.0,0.0,0.0
P1998,UCI code of cycling team,A-Few-Weeks,0,0.0,0.0,0.0
P1998,UCI code of cycling team,A-Month,0,0.0,0.0,0.0
P1998,UCI code of cycling team,A-Few-Months,0,0.0,0.0,0.0
P1998,UCI code of cycling team,A-Year,78,37.5,0.22860492379835873,1.665595691676436
P1998,UCI code of cycling team,A-Few-Years,129,62.019230769230774,0.16147000287892252,1.1764564676101958
P1998,UCI code of cycling team,Many-Years,1,0.4807692307692308,0.0033992793527772114,0.024766855195929235
P36,capital,A-Day,0,0.0,0.0,0.0
P36,capital,A-Few-Days,0,0.0,0.0,0.0
P36,capital,A-Week,0,0.0,0.0,0.0
P36,capital,A-Few-Weeks,0,0.0,0.0,0.0
P36,capital,A-Month,0,0.0,0.0,0.0
P36,capital,A-Few-Months,3,1.477832512315271,0.06955715279387896,0.5192698440617722
P36,capital,A-Year,12,5.911330049261084,0.035169988276670575,0.26255695632337905
P36,capital,A-Few-Years,38,18.7192118226601,0.047564807049605085,0.3550888578298769
P36,capital,Many-Years,150,73.89162561576354,0.5098919029165817,3.8065314389802563
P1376,capital of,A-Day,0,0.0,0.0,0.0
P1376,capital of,A-Few-Days,0,0.0,0.0,0.0
P1376,capital of,A-Week,0,0.0,0.0,0.0
P1376,capital of,A-Few-Weeks,0,0.0,0.0,0.0
P1376,capital of,A-Month,0,0.0,0.0,0.0
P1376,capital of,A-Few-Months,0,0.0,0.0,0.0
P1376,capital of,A-Year,0,0.0,0.0,0.0
P1376,capital of,A-Few-Years,21,10.65989847715736,0.02628581442215018,0.2022099653925682
P1376,capital of,Many-Years,176,89.34010152284264,0.5982731660887892,4.6023605838201895
P366,has use,A-Day,0,0.0,0.0,0.0
P366,has use,A-Few-Days,0,0.0,0.0,0.0
P366,has use,A-Week,0,0.0,0.0,0.0
P366,has use,A-Few-Weeks,0,0.0,0.0,0.0
P366,has use,A-Month,0,0.0,0.0,0.0
P366,has use,A-Few-Months,19,9.895833333333332,0.4405286343612335,3.4771246328928047
P366,has use,A-Year,5,2.604166666666667,0.014654161781946071,0.11566636747753029
P366,has use,A-Few-Years,14,7.291666666666667,0.017523876281433454,0.13831723327199977
P366,has use,Many-Years,154,80.20833333333334,0.5234890203276905,4.13193700852086
P793,significant event,A-Day,0,0.0,0.0,0.0
P793,significant event,A-Few-Days,0,0.0,0.0,0.0
P793,significant event,A-Week,0,0.0,0.0,0.0
P793,significant event,A-Few-Weeks,0,0.0,0.0,0.0
P793,significant event,A-Month,0,0.0,0.0,0.0
P793,significant event,A-Few-Months,9,4.81283422459893,0.20867145838163692,1.6910980483081246
P793,significant event,A-Year,9,4.81283422459893,0.02637749120750293,0.21376629197986347
P793,significant event,A-Few-Years,26,13.903743315508022,0.03254434166551927,0.26374317360344646
P793,significant event,Many-Years,143,76.47058823529412,0.4860969474471412,3.9393868499878026
P1416,affiliation,A-Day,0,0.0,0.0,0.0
P1416,affiliation,A-Few-Days,0,0.0,0.0,0.0
P1416,affiliation,A-Week,0,0.0,0.0,0.0
